"Authors","Author full names","Author(s) ID","Title","Year","DOI","Link","Affiliations","Authors with affiliations","ISSN","ISBN","CODEN","Open Access"
"Havrylovych M.P.; Danylov V.Y.","Havrylovych, M.P. (57215927206); Danylov, V.Y. (7201827051)","57215927206; 7201827051","RESEARCH OF AUTOENCODER-BASED USER BIOMETRIC VERIFICATION WITH MOTION PATTERNS","2022","10.20535/SRIT.2308-8893.2022.2.10","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85139981199&doi=10.20535%2fSRIT.2308-8893.2022.2.10&partnerID=40&md5=16b26c4d4855da399841306cb434b7ac","Institute for Applied System Analysis of the National Technical University of Ukraine “Igor Sikorsky Kyiv Polytechnic Institute”, Ukraine","Havrylovych M.P., Institute for Applied System Analysis of the National Technical University of Ukraine “Igor Sikorsky Kyiv Polytechnic Institute”, Ukraine; Danylov V.Y., Institute for Applied System Analysis of the National Technical University of Ukraine “Igor Sikorsky Kyiv Polytechnic Institute”, Ukraine","16816048","","","All Open Access; Gold Open Access; Green Open Access"
"Zhurakovskyi B.; Fedorova N.; Pliushch O.; Polishchuck M.; Korshun N.","Zhurakovskyi, Bohdan (57211289386); Fedorova, Nataliia (55497774300); Pliushch, Oleksandr (57201741595); Polishchuck, Mikhail (58033750900); Korshun, Nataliia (57226699554)","57211289386; 55497774300; 57201741595; 58033750900; 57226699554","Modifications of the Correlation Method of Face Detection in Biometric Identification Systems","2022","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85143775469&partnerID=40&md5=1026bbfb46500da0261a71d62efa9326","National Technical University of Ukraine, Igor Sikorsky Kyiv Polytechnic Institute, 37 Peremogy ave., Kyiv, 03056, Ukraine; Taras Shevchenko National University of Kyiv, 60 Volodymyrska str., Kyiv, 01601, Ukraine; Borys Grinchenko Kyiv University, 18/2 Bulvarno-Kudriavska str., Kyiv, 04053, Ukraine","Zhurakovskyi B., National Technical University of Ukraine, Igor Sikorsky Kyiv Polytechnic Institute, 37 Peremogy ave., Kyiv, 03056, Ukraine; Fedorova N., National Technical University of Ukraine, Igor Sikorsky Kyiv Polytechnic Institute, 37 Peremogy ave., Kyiv, 03056, Ukraine; Pliushch O., Taras Shevchenko National University of Kyiv, 60 Volodymyrska str., Kyiv, 01601, Ukraine; Polishchuck M., National Technical University of Ukraine, Igor Sikorsky Kyiv Polytechnic Institute, 37 Peremogy ave., Kyiv, 03056, Ukraine; Korshun N., Borys Grinchenko Kyiv University, 18/2 Bulvarno-Kudriavska str., Kyiv, 04053, Ukraine","16130073","","",""
"Mozyrska O.V.","Mozyrska, O.V. (57218346722)","57218346722","Detection and treatment of skin infection with Staphylococcus aureus in children with atopic dermatitis; [Виявлення та лікування інфікування золотистим стафілококом шкіри в дітей з атопічним дерматитом]","2023","10.15574/SP.2023.130.74","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85162946893&doi=10.15574%2fSP.2023.130.74&partnerID=40&md5=1f28d6171f4cd41eadcd8a57cb731e7a","Bogomolets National Medical University, Kyiv, Ukraine","Mozyrska O.V., Bogomolets National Medical University, Kyiv, Ukraine","26637553","","","All Open Access; Gold Open Access"
"Povkhan I.; Mulesa O.; Melnyk O.; Bilak Y.; Polishchuk V.","Povkhan, Igor (57205289168); Mulesa, Oksana (57189376248); Melnyk, Olena (57220188262); Bilak, Yuriy (57213689747); Polishchuk, Volodymyr (57204564304)","57205289168; 57189376248; 57220188262; 57213689747; 57204564304","The problem of convergence of classifiers construction procedure in the schemes of logical and algorithmic classification trees","2022","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85130707817&partnerID=40&md5=44e0571c3820424dd14ecd254d1c0d80","Uzhhorod National University, Zankoveckoy str., 89B, Uzhhorod, 88000, Ukraine","Povkhan I., Uzhhorod National University, Zankoveckoy str., 89B, Uzhhorod, 88000, Ukraine; Mulesa O., Uzhhorod National University, Zankoveckoy str., 89B, Uzhhorod, 88000, Ukraine; Melnyk O., Uzhhorod National University, Zankoveckoy str., 89B, Uzhhorod, 88000, Ukraine; Bilak Y., Uzhhorod National University, Zankoveckoy str., 89B, Uzhhorod, 88000, Ukraine; Polishchuk V., Uzhhorod National University, Zankoveckoy str., 89B, Uzhhorod, 88000, Ukraine","16130073","","",""
"Hilgurt S.Ya.","Hilgurt, Serhii Ya. (57373650100)","57373650100","Pattern Handling for Quantifying Hardware Components of Signature-Based Cybersecurity Systems","2022","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85145603967&partnerID=40&md5=6d1aa3feae09936ff344b9191f53f94c","Pukhov Institute for Modelling in Energy Engineering of NAS of Ukraine, 15, General Naumov str., Kyiv, 03164, Ukraine","Hilgurt S.Ya., Pukhov Institute for Modelling in Energy Engineering of NAS of Ukraine, 15, General Naumov str., Kyiv, 03164, Ukraine","16130073","","",""
"Bodyanskiy Y.; Chala O.; Izonin I.; Popov S.","Bodyanskiy, Yevgeniy (13105377000); Chala, Olha (57211128569); Izonin, Ivan (38461225700); Popov, Sergiy (7202624297)","13105377000; 57211128569; 38461225700; 7202624297","Simple neuro-fuzzy system with combined learning for pattern recognition under conditions of short training set in medical diagnostics tasks","2022","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85144180919&partnerID=40&md5=2cdb4871063ce9915b7a53ae3d0887d1","Institute of Theological Studies of Our Lady of Immaculate Conception, Gorodok obl., Khemlnytska, Ukraine; Artificial intelligence department, Kharkiv National University of Radio Electronics, Kharkiv, Ukraine; Department of Artificial Intelligence, Lviv Polytechnic National University, Lviv, Ukraine; Control Systems Research Laboratory, Kharkiv National University of Radio Electronics, Kharkiv, Ukraine","Bodyanskiy Y., Institute of Theological Studies of Our Lady of Immaculate Conception, Gorodok obl., Khemlnytska, Ukraine; Chala O., Artificial intelligence department, Kharkiv National University of Radio Electronics, Kharkiv, Ukraine; Izonin I., Department of Artificial Intelligence, Lviv Polytechnic National University, Lviv, Ukraine; Popov S., Control Systems Research Laboratory, Kharkiv National University of Radio Electronics, Kharkiv, Ukraine","16130073","","",""
"Hurtado S.; García-Nieto J.; Popov A.; Navas-Delgado I.","Hurtado, Sandro (57322692100); García-Nieto, José (23974337300); Popov, Anton (12794971700); Navas-Delgado, Ismael (6508304108)","57322692100; 23974337300; 12794971700; 6508304108","Human Activity Recognition From Sensorised Patient´s Data in Healthcare: A Streaming Deep Learning-Based Approach","2023","10.9781/ijimai.2022.05.004","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85151296967&doi=10.9781%2fijimai.2022.05.004&partnerID=40&md5=18334f50b7ebfaf5eb70d54b8961a990","Institute for Software Technologies and Software Engineering (ITIS), Biomedical Research Institute of Málaga (IBIMA), Department of Computer Languages and Computing Sciences, University of Málaga ETSI Informática, Campus de Teatinos, Málaga, 29071, Spain; Department of Electronic Engineering, Igor Sikorsky Kyiv Polytechnic Institute, Kyiv, Ukraine","Hurtado S., Institute for Software Technologies and Software Engineering (ITIS), Biomedical Research Institute of Málaga (IBIMA), Department of Computer Languages and Computing Sciences, University of Málaga ETSI Informática, Campus de Teatinos, Málaga, 29071, Spain; García-Nieto J., Institute for Software Technologies and Software Engineering (ITIS), Biomedical Research Institute of Málaga (IBIMA), Department of Computer Languages and Computing Sciences, University of Málaga ETSI Informática, Campus de Teatinos, Málaga, 29071, Spain; Popov A., Department of Electronic Engineering, Igor Sikorsky Kyiv Polytechnic Institute, Kyiv, Ukraine; Navas-Delgado I., Institute for Software Technologies and Software Engineering (ITIS), Biomedical Research Institute of Málaga (IBIMA), Department of Computer Languages and Computing Sciences, University of Málaga ETSI Informática, Campus de Teatinos, Málaga, 29071, Spain","19891660","","","All Open Access; Gold Open Access; Green Open Access"
"Kozachko O.; Zhukov S.; Vuzh T.; Kovtun O.","Kozachko, Oleksii (57200139908); Zhukov, Serhii (57191729653); Vuzh, Tetyana (57105812400); Kovtun, Oksana (57218103019)","57200139908; 57191729653; 57105812400; 57218103019","The Method of Analyzing the Level of Foreign Language Knowledge of Higher Education Students Based on Machine Learning","2023","10.1007/978-3-031-24475-9_60","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85152228609&doi=10.1007%2f978-3-031-24475-9_60&partnerID=40&md5=07c04327d3a41585ee1c743553e7d91c","Vinnytsia National Technical University, Vinnytsia, 21021, Ukraine; National Pirogov Memorial Medical University, Vinnytsia, 21018, Ukraine; Vasyl’ Stus Donetsk National University, Vinnytsia, 21021, Ukraine","Kozachko O., Vinnytsia National Technical University, Vinnytsia, 21021, Ukraine; Zhukov S., Vinnytsia National Technical University, Vinnytsia, 21021, Ukraine; Vuzh T., National Pirogov Memorial Medical University, Vinnytsia, 21018, Ukraine; Kovtun O., Vasyl’ Stus Donetsk National University, Vinnytsia, 21021, Ukraine","23674512","","",""
"Gubergrits N.B.; Byelyayeva N.V.; Linevska K.Y.; Suprun O.O.","Gubergrits, N.B. (6701918811); Byelyayeva, N.V. (56301109500); Linevska, K.Y. (58245363300); Suprun, O.O. (58245602800)","6701918811; 56301109500; 58245363300; 58245602800","Domestic researchers who have made important contributions to the study of digestive system diseases: images in art. Mykola Dmytrovych Strazhesko","2023","10.30978/MG-2023-2-74","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85159136380&doi=10.30978%2fMG-2023-2-74&partnerID=40&md5=b62dd056be90774e14c0b182701e8e6f","Multi-profile clinic Into-Sana, Odesa, Ukraine; Donetsk National Medical University, Lyman, Ukraine; Bogomolets National Medical University, Kyiv, Ukraine","Gubergrits N.B., Multi-profile clinic Into-Sana, Odesa, Ukraine, Donetsk National Medical University, Lyman, Ukraine; Byelyayeva N.V., Multi-profile clinic Into-Sana, Odesa, Ukraine, Donetsk National Medical University, Lyman, Ukraine; Linevska K.Y., Bogomolets National Medical University, Kyiv, Ukraine; Suprun O.O., Donetsk National Medical University, Lyman, Ukraine","17275725","","",""
"Khusainov P.; Toliupa S.; Bakanov V.; Shtanenko S.","Khusainov, Pavlo (57705025700); Toliupa, Serhii (57201779357); Bakanov, Valentyn (57705853200); Shtanenko, Serhii (57468224300)","57705025700; 57201779357; 57705853200; 57468224300","Substantial formulation of the task of improving the information model of decision-making in the prompt (crisis) response to cyber incidents","2022","10.1109/TCSET55632.2022.9766994","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85130625451&doi=10.1109%2fTCSET55632.2022.9766994&partnerID=40&md5=c7a1dc7ae8779031ff96499bc219fbdb","Kruty Military Institute of Telecommunications and Informatization, Kyiv, Ukraine; Taras Shevchenko National University of Kyiv, Cyber Security and Information Protection Department, Kyiv, Ukraine; Kruty Military Institute of Telecommunications and Informatization, Scientific and Organizational Department, Kyiv, Ukraine","Khusainov P., Kruty Military Institute of Telecommunications and Informatization, Kyiv, Ukraine; Toliupa S., Taras Shevchenko National University of Kyiv, Cyber Security and Information Protection Department, Kyiv, Ukraine; Bakanov V., Kruty Military Institute of Telecommunications and Informatization, Kyiv, Ukraine; Shtanenko S., Kruty Military Institute of Telecommunications and Informatization, Scientific and Organizational Department, Kyiv, Ukraine","","978-166546861-9","",""
"TajDini M.; Sokolov V.; Kuzminykh I.; Ghita B.","TajDini, Mahyar (57209541415); Sokolov, Volodymyr (57208521755); Kuzminykh, Ievgeniia (35867981700); Ghita, Bogdan (15836592400)","57209541415; 57208521755; 35867981700; 15836592400","Brainwave-based authentication using features fusion","2023","10.1016/j.cose.2023.103198","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85150928741&doi=10.1016%2fj.cose.2023.103198&partnerID=40&md5=0a8c874759133f0422ea724d38183f77","Department of Information and Cyber Security, Borys Grinchenko Kyiv University, Kyiv, 04212, Ukraine; Department of Informatics, King's College London, London, WC2R 2ND, United Kingdom; Department of Infocommunication Engineering, Kharkiv National University of Radio Electronics, Nauki av.14, Kharkov, 61000, Ukraine; School of Engineering, Computing and Mathematics, University of Plymouth, Plymouth, PL4 8AA, United Kingdom","TajDini M., Department of Information and Cyber Security, Borys Grinchenko Kyiv University, Kyiv, 04212, Ukraine; Sokolov V., Department of Information and Cyber Security, Borys Grinchenko Kyiv University, Kyiv, 04212, Ukraine; Kuzminykh I., Department of Informatics, King's College London, London, WC2R 2ND, United Kingdom, Department of Infocommunication Engineering, Kharkiv National University of Radio Electronics, Nauki av.14, Kharkov, 61000, Ukraine; Ghita B., School of Engineering, Computing and Mathematics, University of Plymouth, Plymouth, PL4 8AA, United Kingdom","01674048","","CPSED","All Open Access; Green Open Access; Hybrid Gold Open Access"
"Henke K.; Nau J.; Wuttke H.-D.; Poliakov M.; Tabunshchyk G.; Parkhomenko A.; Poliakov O.","Henke, Karsten (56266272300); Nau, Johannes (57214777016); Wuttke, Heinz-Dietrich (7003582478); Poliakov, Mykhailo (55327899800); Tabunshchyk, Galyna (56007319800); Parkhomenko, Anzhelika (57210667343); Poliakov, Oleksii (57210419490)","56266272300; 57214777016; 7003582478; 55327899800; 56007319800; 57210667343; 57210419490","Expanding the Remote Experiment Set with the 3Axis Portal Physical Model","2022","10.3991/ijoe.v18i04.28857","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85127479668&doi=10.3991%2fijoe.v18i04.28857&partnerID=40&md5=4cf04ff3a0417e095812da69d123f26f","TU Ilmenau, Ilmenau, Germany; National University Zaporizhzhia Polytechnic, Zaporizhzhia, Ukraine; National Technical University of Ukraine “Igor Sikorsky Kyiv Polytechnic Institute”, Kyiv, Ukraine","Henke K., TU Ilmenau, Ilmenau, Germany; Nau J., TU Ilmenau, Ilmenau, Germany; Wuttke H.-D., TU Ilmenau, Ilmenau, Germany; Poliakov M., National University Zaporizhzhia Polytechnic, Zaporizhzhia, Ukraine; Tabunshchyk G., National University Zaporizhzhia Polytechnic, Zaporizhzhia, Ukraine; Parkhomenko A., National University Zaporizhzhia Polytechnic, Zaporizhzhia, Ukraine; Poliakov O., National Technical University of Ukraine “Igor Sikorsky Kyiv Polytechnic Institute”, Kyiv, Ukraine","26268493","","","All Open Access; Gold Open Access; Green Open Access"
"Samaruk N.M.","Samaruk, N.M. (58397629700)","58397629700","QUASI-MONOMIALS WITH RESPECT TO SUBGROUPS OF THE PLANE AFFINE GROUP","2023","10.30970/ms.59.1.3-11","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85163287621&doi=10.30970%2fms.59.1.3-11&partnerID=40&md5=cd61442b9919b04e65119b833c72b17b","Vasyl Stefanyk Precarpathian National University, Ivano-Frankivsk, Ukraine","Samaruk N.M., Vasyl Stefanyk Precarpathian National University, Ivano-Frankivsk, Ukraine","10274634","","","All Open Access; Gold Open Access"
"Bedratyuk L.P.; Bedratyuk A.I.","Bedratyuk, L.P. (22833890600); Bedratyuk, A.I. (57188642122)","22833890600; 57188642122","3D GEOMETRIC MOMENT INVARIANTS FROM THE POINT OF VIEW OF THE CLASSICAL INVARIANT THEORY","2022","10.30970/ms.58.2.115-132","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85151979117&doi=10.30970%2fms.58.2.115-132&partnerID=40&md5=35f400220a2f746d333fd5eba40bc3b5","Khmelnytsky National University, Khmelnytsky, Ukraine","Bedratyuk L.P., Khmelnytsky National University, Khmelnytsky, Ukraine; Bedratyuk A.I., Khmelnytsky National University, Khmelnytsky, Ukraine","10274634","","","All Open Access; Gold Open Access; Green Open Access"
"Slobodian M.","Slobodian, Mariia (58623991100)","58623991100","Review of the Methods for Automated Recognition of Dogs Emotional State Using Acoustic Signals","2022","10.1109/PICST57299.2022.10238677","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85172735848&doi=10.1109%2fPICST57299.2022.10238677&partnerID=40&md5=57c7d8b899f0cfe1404c91915833058e","Vasyl Stefanyk Precarpathian National University, Department of Information Technology, Ivano-Frankivsk, Ukraine","Slobodian M., Vasyl Stefanyk Precarpathian National University, Department of Information Technology, Ivano-Frankivsk, Ukraine","","979-835039891-5","",""
"Kazantseva Z.I.; Koshets I.A.; Mamykin A.V.; Pavluchenko A.S.; Kukla O.L.; Pud A.A.; Ogurtsov N.A.; Noskov Y.V.; Rodik R.V.; Vyshnevskyy S.G.","Kazantseva, Z.I. (6603542496); Koshets, I.A. (8410640500); Mamykin, A.V. (57201857688); Pavluchenko, A.S. (58189810800); Kukla, O.L. (58628925600); Pud, A.A. (6603897958); Ogurtsov, N.A. (6603418671); Noskov, Yu. V. (16053155400); Rodik, R.V. (14054884900); Vyshnevskyy, S.G. (58639182900)","6603542496; 8410640500; 57201857688; 58189810800; 58628925600; 6603897958; 6603418671; 16053155400; 14054884900; 58639182900","Detection of the explosive nitroaromatic compound simulants with chemosensory systems based on quartz crystal microbalance and chemiresistive sensor arrays","2023","10.15407/spqeo26.03.332","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85173673809&doi=10.15407%2fspqeo26.03.332&partnerID=40&md5=77c0c7c902f9c19677ca68490b3038eb","V. Lashkaryov Institute of Semiconductor Physics, NAS of Ukraine, 41, prospect Nauky, Kyiv, 03680, Ukraine; V. Kukhar Institute of Bioorganic Chemistry and Petrochemistry, NAS of Ukraine, 50, Kharkivske shose, Kyiv, 02160, Ukraine; Institute of Organic Chemistry, NAS of Ukraine, 5, Murmanska str, Kyiv, 02660, Ukraine","Kazantseva Z.I., V. Lashkaryov Institute of Semiconductor Physics, NAS of Ukraine, 41, prospect Nauky, Kyiv, 03680, Ukraine; Koshets I.A., V. Lashkaryov Institute of Semiconductor Physics, NAS of Ukraine, 41, prospect Nauky, Kyiv, 03680, Ukraine; Mamykin A.V., V. Lashkaryov Institute of Semiconductor Physics, NAS of Ukraine, 41, prospect Nauky, Kyiv, 03680, Ukraine; Pavluchenko A.S., V. Lashkaryov Institute of Semiconductor Physics, NAS of Ukraine, 41, prospect Nauky, Kyiv, 03680, Ukraine; Kukla O.L., V. Lashkaryov Institute of Semiconductor Physics, NAS of Ukraine, 41, prospect Nauky, Kyiv, 03680, Ukraine; Pud A.A., V. Kukhar Institute of Bioorganic Chemistry and Petrochemistry, NAS of Ukraine, 50, Kharkivske shose, Kyiv, 02160, Ukraine; Ogurtsov N.A., V. Kukhar Institute of Bioorganic Chemistry and Petrochemistry, NAS of Ukraine, 50, Kharkivske shose, Kyiv, 02160, Ukraine; Noskov Y.V., V. Kukhar Institute of Bioorganic Chemistry and Petrochemistry, NAS of Ukraine, 50, Kharkivske shose, Kyiv, 02160, Ukraine; Rodik R.V., Institute of Organic Chemistry, NAS of Ukraine, 5, Murmanska str, Kyiv, 02660, Ukraine; Vyshnevskyy S.G., Institute of Organic Chemistry, NAS of Ukraine, 5, Murmanska str, Kyiv, 02660, Ukraine","15608034","","","All Open Access; Gold Open Access"
"Anton Y.; Oleh L.","Anton, Yakovlev (57672222700); Oleh, Lisovychenko (57672222800)","57672222700; 57672222800","Automated License Plate Recognition Process Enhancement with Convolutional Neural Network Based Detection System to Improve the Accuracy and Reliability of Vehicle Recognition","2022","10.1007/978-3-031-04812-8_21","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85129657664&doi=10.1007%2f978-3-031-04812-8_21&partnerID=40&md5=8819982a118af4fbfc59f2ec706db169","Igor Sikorsky Kyiv Polytechnic Institute, Peremohy prosp. 37, Kyiv, 03056, Ukraine","Anton Y., Igor Sikorsky Kyiv Polytechnic Institute, Peremohy prosp. 37, Kyiv, 03056, Ukraine; Oleh L., Igor Sikorsky Kyiv Polytechnic Institute, Peremohy prosp. 37, Kyiv, 03056, Ukraine","23674512","","",""
"Skyruta V.; Yurchuk I.","Skyruta, Vladyslav (58759253700); Yurchuk, Iryna (25927769900)","58759253700; 25927769900","Military vehicles marking detection algorithm on a digital image","2023","10.1109/KhPIWeek61412.2023.10311585","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85179525161&doi=10.1109%2fKhPIWeek61412.2023.10311585&partnerID=40&md5=fe54f0de6a3a914d3e55863a9f97240a","Software Systems and Technologies department, Taras Shevchenko National University of Kyiv, Kyiv, Ukraine","Skyruta V., Software Systems and Technologies department, Taras Shevchenko National University of Kyiv, Kyiv, Ukraine; Yurchuk I., Software Systems and Technologies department, Taras Shevchenko National University of Kyiv, Kyiv, Ukraine","","979-835039553-2","",""
"Nazarkevych M.; Lutsyshyn V.; Nazarkevych H.; Parkhuts L.; Kostiak M.","Nazarkevych, Mariia (26868037300); Lutsyshyn, Vitaly (58421899000); Nazarkevych, Hanna (57191852972); Parkhuts, Liubomyr (8218306100); Kostiak, Maryna (57686638700)","26868037300; 58421899000; 57191852972; 8218306100; 57686638700","Methods of Face Recognition in Video Sequences and Performance Studies","2023","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85163846575&partnerID=40&md5=0d3fc93c9c838b50a4ab23e000f4352a","Lviv Ivan Franko National University, 1 Universytetska str., Lviv, 79000, Ukraine; Lviv Polytechnic National University, 12 Stepan Bandera str., Lviv, 79013, Ukraine","Nazarkevych M., Lviv Ivan Franko National University, 1 Universytetska str., Lviv, 79000, Ukraine; Lutsyshyn V., Lviv Ivan Franko National University, 1 Universytetska str., Lviv, 79000, Ukraine; Nazarkevych H., Lviv Polytechnic National University, 12 Stepan Bandera str., Lviv, 79013, Ukraine; Parkhuts L., Lviv Polytechnic National University, 12 Stepan Bandera str., Lviv, 79013, Ukraine; Kostiak M., Lviv Polytechnic National University, 12 Stepan Bandera str., Lviv, 79013, Ukraine","16130073","","",""
"Khoma O.","Khoma, Oleg (57194526745)","57194526745","Skeptical expressions in “Outlines of Pyrrhonism” and Descartes' project of “Meditations on First Philosophy”; [СКЕПТИЧНІ ВИСЛОВИ В «НАРИСАХ ПІРРОНІЗМУ» І ДЕКАРТІВ ПРОЄКТ «МЕДИТАЦІЙ ПРО ПЕРШУ ФІЛОСОФІЮ»]","2022","10.31649/sent41.02.024","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85141694397&doi=10.31649%2fsent41.02.024&partnerID=40&md5=1c4bae90dcbc3c0f1309c2f9e64ef4ae","The Department of Philosophy and Humanities, Vinnytsia National Technical University, Ukraine","Khoma O., The Department of Philosophy and Humanities, Vinnytsia National Technical University, Ukraine","20756461","","","All Open Access; Hybrid Gold Open Access"
"Boyun V.P.; Bahatskyi O.V.; Sabelnikov P.Yu.; Sabelnikov Yu.A.","Boyun, V.P. (6505900928); Bahatskyi, O.V. (58023632000); Sabelnikov, P.Yu. (57217311025); Sabelnikov, Yu.A. (57217309303)","6505900928; 58023632000; 57217311025; 57217309303","MOBILE VIDEO SYSTEM FOR SURVEILLANCE OF ROADWAY AND ROADSIDE ENVIRONMENT; [СИСТЕМА МОБІЛЬНОГО ВІДЕОНАГЛЯДУ ДОРОЖНЬОЇ ТА ПРИДОРОЖНЬОЇ ОБСТАНОВКИ]","2022","10.15407/scine18.06.072","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85144426989&doi=10.15407%2fscine18.06.072&partnerID=40&md5=fab566001f267260a0269075ec8ebbcb","V. M. Glushkov Institute of Cybernetics, The National Academy of Sciences of Ukraine, 40, Akademika Glushkova Ave., Kyiv, 03187, Ukraine","Boyun V.P., V. M. Glushkov Institute of Cybernetics, The National Academy of Sciences of Ukraine, 40, Akademika Glushkova Ave., Kyiv, 03187, Ukraine; Bahatskyi O.V., V. M. Glushkov Institute of Cybernetics, The National Academy of Sciences of Ukraine, 40, Akademika Glushkova Ave., Kyiv, 03187, Ukraine; Sabelnikov P.Yu., V. M. Glushkov Institute of Cybernetics, The National Academy of Sciences of Ukraine, 40, Akademika Glushkova Ave., Kyiv, 03187, Ukraine; Sabelnikov Yu.A., V. M. Glushkov Institute of Cybernetics, The National Academy of Sciences of Ukraine, 40, Akademika Glushkova Ave., Kyiv, 03187, Ukraine","24099066","","","All Open Access; Hybrid Gold Open Access"
"Kovtun V.; Kovtun O.; Semenov A.","Kovtun, Viacheslav (57195679681); Kovtun, Oksana (57218103019); Semenov, Andriy (55523102564)","57195679681; 57218103019; 55523102564","Entropy-Argumentative Concept of Computational Phonetic Analysis of Speech Taking into Account Dialect and Individuality of Phonation","2022","10.3390/e24071006","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85136420093&doi=10.3390%2fe24071006&partnerID=40&md5=162728d86830bef416808565caf3d061","Department of Computer Control Systems, Faculty of Intelligent Information Technologies and Automation, Vinnytsia National Technical University, Khmelnitske Shose Str., 95, Vinnytsia, 21000, Ukraine; Department of the Theory and Practice of Translation, Faculty of Foreign Languages, Vasyl’ Stus Donetsk National University, 600-Richchya Str., 21, Vinnytsia, 21000, Ukraine; Department of Information Radioelectronic Technologies and Systems, Faculty of Information Electronic Systems, Vinnytsia National Technical University, Khmelnitske Shose Str., 95, Vinnytsia, 21000, Ukraine","Kovtun V., Department of Computer Control Systems, Faculty of Intelligent Information Technologies and Automation, Vinnytsia National Technical University, Khmelnitske Shose Str., 95, Vinnytsia, 21000, Ukraine; Kovtun O., Department of the Theory and Practice of Translation, Faculty of Foreign Languages, Vasyl’ Stus Donetsk National University, 600-Richchya Str., 21, Vinnytsia, 21000, Ukraine; Semenov A., Department of Information Radioelectronic Technologies and Systems, Faculty of Information Electronic Systems, Vinnytsia National Technical University, Khmelnitske Shose Str., 95, Vinnytsia, 21000, Ukraine","10994300","","","All Open Access; Gold Open Access; Green Open Access"
"Liu Q.; Chi S.; Dmytruk K.; Dmytruk O.; Tan S.","Liu, Qi (57768679600); Chi, Sensen (57767708900); Dmytruk, Kostyantyn (6506592217); Dmytruk, Olena (24074331100); Tan, Shuai (57211580222)","57768679600; 57767708900; 6506592217; 24074331100; 57211580222","Coronaviral Infection and Interferon Response: The Virus-Host Arms Race and COVID-19","2022","10.3390/v14071349","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132997957&doi=10.3390%2fv14071349&partnerID=40&md5=d73311dc316cf7849eb94f35e59e197c","Department of Immunology, School of Basic Medicine, Chongqing Medical University, Chongqing, 400010, China; Department of Internal Medicine, University of Texas Southwestern Medical Center, Dallas, 75390, TX, United States; Department of Molecular Genetics and Biotechnology, Institute of Cell Biology, National Academy of Sciences of Ukraine, Lviv, 79005, Ukraine; Institute of Biology and Biotechnology, University of Rzeszow, Rzeszow, 35-601, Poland","Liu Q., Department of Immunology, School of Basic Medicine, Chongqing Medical University, Chongqing, 400010, China, Department of Internal Medicine, University of Texas Southwestern Medical Center, Dallas, 75390, TX, United States; Chi S., Department of Immunology, School of Basic Medicine, Chongqing Medical University, Chongqing, 400010, China; Dmytruk K., Department of Molecular Genetics and Biotechnology, Institute of Cell Biology, National Academy of Sciences of Ukraine, Lviv, 79005, Ukraine; Dmytruk O., Department of Molecular Genetics and Biotechnology, Institute of Cell Biology, National Academy of Sciences of Ukraine, Lviv, 79005, Ukraine, Institute of Biology and Biotechnology, University of Rzeszow, Rzeszow, 35-601, Poland; Tan S., Department of Immunology, School of Basic Medicine, Chongqing Medical University, Chongqing, 400010, China","19994915","","","All Open Access; Gold Open Access; Green Open Access"
